businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
,杭州,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,2018-10-23 14:46:26,余杭区,本科,移动互联网,[],全职,5073269,3-5年,40k-70k,"职位描述：

岗位职责：
""1. 基于海量微博内容数据、用户关系数据、用户行为数据，进行大数据分析 。
2. 搭建数据管理系统、元数据管理系统。""
岗位要求：
""1. 一年以上Unix/Linux平台下高性能服务器端软件设计与开发经验。
2. 具备扎实的编程基础, 有系统调优及应用性能优化等方面问题的分析和解决能力；并能够熟练使用一种以上编程语言。
3. 精通Hbase/HDFS等体系架构，并有丰富的大数据平台相关开发、实践经验。
4. 熟练掌握Hive/Hadoop/Spark/Storm等一种以上处理框架，并有相关应用程序开发经验。
5 熟练掌握Spark/Tensorflow/Caffe等一种以上处理框架，并有相关机器学习程序开发经验。
【符合以下条件者优先】
1. 具有较强的分析, 解决问题, 方案设计的能力, 以及持续学习和业务推进的能力。
2. 熟悉机器学习和推荐相关算法。
"""
['长河'],杭州,网易（杭州）有限公司,网易,2000人以上,2018-11-08 17:03:07,滨江区,本科,"电子商务,移动互联网",[],全职,4908462,3-5年,25k-40k,"职位描述：

职位描述：
1、支持业务部门需求，完成部门内部交付的数据分析和挖掘任务；2、对业务问题进行深入分析，能对关键分析思路进行产品化；3、推动业务部门的数据化运营并对日常数据进行汇总。

资格要求：
1、本科及以上学历，数学、统计学、计算机专业优先；2、3年以上互联网数据分析经验，具备统计业务背景，大量数据处理经验，对用户分析、运营分析有深刻见解；3、有一定的创新能力，在以往的数据分析、挖掘等工作中有自己独特的见解；4、具有较强的逻辑思维能力、数据洞察能力和沟通协调能力，拥有强烈的责任心和团队合作精神；5、具有探索精神，从数据中发现价值用以支持决策；6、熟练掌握数据分析工具和技术，比如SQL、R、SPSS、Excel、SAS等；7、熟练掌握统计学方法，较强数学逻辑，对数据有较强敏感度。"
['西溪'],杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018-11-08 15:28:38,余杭区,本科,金融,"['广告营销', '媒体']",全职,4523598,应届毕业生,10k-20k,"职位描述：

1、通过客户行为数据收集、分析，进行客户画像，对提升客户粘性、产品改进提出解决方案；2、通过客户行为数据发现差异、找出问题，提出并推进解决方案；3、策划各种线上线下活动，分析效果，迭代调整。
任职要求：1、思维活跃、有创新能力、团队意识，能熟练运用各种数据分析软件与工具，优先考虑金融行业工作经历者；2、对广告计划、广告策划、媒体投放等基本内容熟悉；3、文字功底强，有良好的沟通、协调及较强的执行力；4、熟悉使用相关分析，聚类分析，交叉分析，因子分析等常用的数据分析方法。"
['西溪'],杭州,杭州如梭科技有限公司,杭州如梭,50-150人,2018-11-05 10:22:19,西湖区,本科,"移动互联网,金融",['借贷'],全职,5289226,1-3年,8k-15k,"职位描述：

职位描述：

-结合现有数据及策略，推进催收策略建设与完善
-通过对催收数据的追踪，能够对当前的策略及模型提出改进意见，通过优化策略从而进一步提升催收效果
-从事公司消费金融产品的催收及贷后数据分析工作，根据数据分析结果对业务提出改进意见
-催收日常报表设计与产出

任职资格:

-大学本科（含）以上学历，应用数学、统计、金融、计算机等专业毕业 
-具有较强的数据分析能力和逻辑思维能力，具备快速学习业务的能力，基于业务需求设计相应分析目标与方案 
-熟练使用SQL进行数据分析 
-熟练应用办公软件Word、Excel、Powerpoint等 
-具备高数字敏感性、强逻辑思维、优秀的再学习能力及分析能力 
-有金融行业公司数据分析，催收策略设计等相关工作经验者优先"
['东新路'],杭州,杭州湛海经济信息咨询有限公司,湛海,50-150人,2018-11-12 11:18:23,下城区,本科,移动互联网 金融,"['互联网金融', '借贷', 'Scala']",全职,5285033,3-5年,20k-30k,"职位描述：

岗位职责：
1. 构建大数据风控模型，包括但不限于反欺诈，信用评估，风险预测模型，并持续优化改进；
2. 评估数据合作商质量；
3. 根据风控的控制点，完善风控；
4. 持续引入数据维度，并提取可用特征；
5. 监测和分析风险政策执行情况和效果，持续优化与完善风险政策；
6. 根据客户的贷前、贷中、贷后的行为表现，结合客户在平台的属性及行为数据，量化分析获贷及潜在客户的风险、收益；
7. 监控风险指标，跟踪整体资产质量，响应管理层的数据分析要求。
职位要求：
1、本科及以上学历，计算机、数学、应用数学、金融数学、统计学、相关专业优先；
2、有大数据模型建设工作经验， 了解建模背后原理，能创造性的通过建模解决业务问题；
3、有风控/金融反欺诈/信用评级经验，有金融行业大数据经验者优先。
4、对风险管控理念有丰富的认知，具有扎实的统计学知识及数据分析挖掘能力，熟练使用SQL、SAS、SPSS、R、Scala、Python等软件或语言；
5、有较强的适应性及自我学习能力，责任心强，重视团队合作，工作态度积极，勇于进取，抗压能力好。"
,杭州,杭州早稻科技有限公司,早稻科技,150-500人,2018-11-12 09:42:09,西湖区,本科,移动互联网,[],全职,5211052,3-5年,10k-20k,"职位描述：

岗位职责
1、负责按照业务需求建立并完善风控所需要的数据集市；2、负责消费信贷风险管理相关的数据分析，并撰写高质量的分析报告；3、负责风控的数据分析、建模等（包括反欺诈模型、申请评分、行为评分、催收评分模型等）；4、负责对风险预警异常情况进行深入分析并提出独立的风险判断，对业务风险指标进行跟踪分析及优化，对于风险规则配置提供建议；5、完成领导交办的其他工作；
任职要求
1、2年以上相关工作经验2、计算机、数学、统计学专业本科及以上3、对数据敏感，对数据分析应用于业务有强烈兴趣，并且具备这种能力。4、熟练使用数理统计、数据分析、数据挖掘工具软件（SAS、R、python语言等的一种或多种），能熟练使用SQL读取数据和熟练操作excel；5、熟悉逻辑回归、神经网络、决策树、聚类等建模方法；6、主动性强，有较强的责任心，积极向上的工作态度，团队协作精神"
['钱江新城'],杭州,安徽青友汇商务服务有限公司,青友汇,50-150人,2018-10-30 11:40:29,江干区,本科,移动互联网、企业服务,"['电商', '企业服务', '可视化', '数据运营']",全职,5124805,5-10年,10k-20k,"职位描述：

职位描述
1. 根据不同场景，构建业务指标体系，能够持续挖掘日常业务数据，及时、准确披露产品整体的运作情况； 
2. 通过数据分析为运营决策等提供数据支持； 
3. 通过数据收集/计算/分析，监控产品关键指标，及时发现异常波动并推动解决； 
4. 通过对产品数据进行深入分析，建立有效的数据运营体系，推动产品数据化运营。

任职要求：
1.三年以上数据分析经验，本科学历；
2.互联网电商类相关工作经验优先，数理统计或计算机相关专业优先；
3.熟悉常用电商数据模型，有手工计数统计经验；
4.熟练使用统计分析工具，逻辑严谨，能够独立分析和解决问题；
5.具备优秀的数据分析能力，有良好的业务理解能力和商业感觉；"
['古荡'],杭州,支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,2018-10-23 21:16:05,西湖区,本科,"金融,移动互联网","['金融', '算法', '数据挖掘']",全职,4638681,不限,30K-50K,"职位描述：

岗位描述：负责建立全面风险管理系统建设，包含全面风险识别模型、全局风险监测、风险评估、风险处置设计与研发。有效的全面风险管理体系能够帮助将集团的整体风险控制在可接受的范围以内，和降低不良事件对集团的负面影响。全面风险管理平台基于集团的海量数据和对集团产品、 业务、流程、和风险的深刻认知， 全天候对各种风险（包括不限于欺诈、信用、操作、合规、市场、流动性、技术、信息安全，及其他新兴风险）进行分析识别、实时监控和预警，为公司的业务发展保驾护航。 

职位要求：
 1、 具备数据分析相关、风险建模、风险识别算法相关的工作经验者; 
2、熟悉大数据相关技术和技能，能从架构上打通应用平台、数据平台及算法平台，结合数据和算法打造创新的金融风险平台；有相关数据和算法能力、熟悉Python\R语言者优先。
3、 业务敏感度高，有很强的学习能力、系统性思考能力、沟通能力，和解决问题的能力；"
['西湖'],杭州,联合创展信息技术有限公司,联合集团,2000人以上,2018-10-31 16:46:04,西湖区,本科,"移动互联网,社交网络",['电商'],全职,3463940,5-10年,30k-45k,"职位描述：


工作职责:
1.  负责制定业务综合运营策略。
2.  与线上产品部配合，带领团队设计和优化运营系统和分析工具。
3.  在数据分析基础上，不断调整和优化运营策略。
4.  制定和优化运营策略，并与区域团队配合，提高运营质量。
任职资格:
1. 全日制本科以上学历；有知名互联网、电商运营管理经验优先；
2. 5年以上互联网产品运营经验；其中3年以上知名互联网或者电商公司运营管理工作经验；有创业公司从零到一的运营经验优先；
3. 对交易平台有很深的理解，善于分析挖掘数据，制定运营规划并执行，提升平台交易量和用户数量及粘度；
4.目标结果导向、大局观、有责任心，owner意识，主动积极推动达成业务目标， 具备良好的职业操守；
5.具有激情，强烈的事业心和责任心，愿意与公司一起成长。"
['三墩'],杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018-11-12 08:53:37,拱墅区,本科,"移动互联网,数据服务",[],全职,3193622,1-3年,12k-18k,"职位描述：

职位描述：
1、深入理解业务方向，与业务一起构建数据体系、日常报表并推动数据产品化，完善日常数据监控体系，监控和洞察业务问题；
2、深入理解业务运作，利用多种分析方法和手段，分析客服、会员管理等，发现业务问题与机会，并能给出有效的行动建议，辅助业务决策；
3、与业务部门紧密合作，实施数据分析的结果并跟踪其效果。
 
职位要求：
1、本科及以上学历，统计学、经济、数理、信息和计算机等相关专业；
2、2年及以上相关工作经验，有客服、会员管理工作经验优先；
3、熟练常用数据分析手段和方法，掌握Excel、SQL、PPT及至少一种常用数据分析工具（SPSS/SAS/R/Python等）；
4、商业和业务逻辑敏感度高，具备良好的逻辑分析和系统性思维能力，优秀的数据思维和强烈的数据决策意识，且思维缜密，做事认真严谨；
5、良好的沟通能力、团队精神及抗压能力。"
,杭州,陕西金佰利投资管理有限公司,金佰利,15-50人,2018-11-12 09:47:04,滨江区,本科,移动互联网、金融,['游戏'],全职,4758837,应届毕业生,13k-25k,"职位描述：

基础月薪（10-25K*13-16）+绩效+奖金
（评估到3-3正职未到则先签外包）
上班地点：
杭州市滨江区网商路
广州市天河区科韵路
职责：
1. 为游戏设计提供有价值的数据支持，并针对游戏玩家群分析定制策略；
2. 深入了解游戏行业，对游戏数据建立分析模型，获得用户行为动机、目的和原因；
3. 研究游戏中各系统的设定，从数据中提出更优的改进策略；
4. 参与网易多款游戏的数据分析工作，为产品提供迭代开发数据支撑；
5. 新人培养
要求：
1. 211/985本科及以上学历，数据挖掘、机器学习、计算机、统计、数学等相关专业；
2. 一年以上互联网产品数据分析经验，有游戏行业背景优先；
3. 熟悉linux平台下的代码开发，精通一种以上面向对象编程语言及其思想，精通SQL；
4. 熟悉分布式架构，有hadoop/hive使用经验；
5. 熟悉Shell/Mysql/Python相关技术者优先；
6. 充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；
7. 热爱网络游戏，对游戏制作有一定了解者优先；"
,杭州,杭州淘气猫科技有限公司,淘气猫科技,15-50人,2018-11-10 11:07:47,余杭区,不限,"电子商务,移动互联网","['电商', '新零售', 'MySQL']",全职,5302263,不限,5k-10k,"职位描述：

工作职责：
1.基于电商的业务场景，理解业务指标体系，监测和衡量业务运营状况；
2.分析选品、流量运营、采购、供应链各环节数据，发现业务的风险和机会点，提升业务效率；
3.深入分析用户行为，获得洞察。设计商业优化方案，推动增长。
任职要求：
1.  1 年以上互联网行业数据分析挖掘经验，对用数据驱动业务增长充满激情；
2.逻辑严密，优秀的分析能力和数据呈现能力；
3.出色的统计学基础，熟练使用SQL、python、R等工具；
4.对商业和业务逻辑敏感，优秀的系统性思维能力，沟通能力强。"
,杭州,杭州兑吧网络科技有限公司,兑吧,500-2000人,2018-10-23 14:01:58,西湖区,本科,移动互联网,[],全职,5061151,3-5年,15k-25k,"职位描述：

职位描述
  1  负责日常数据的收集与分析，撰写分析报告，通过数据反馈到改进优化方向；
  2  深入了解业务，发现业务的痛点与核心问题，主动通过分析给予建议和帮助；
  3  对数据高度敏感，能在数据发生异动时，及时感知数据背后的业务逻辑，指导业务决策；
任职要求
  1  统计、数学、计算机等专业专科及以上学历，2年以上数据分析经验；
  2  扎实的数统理论知识，熟悉数据分析的理论与方法，如聚类分析、回归分析、关联规则等等，有擅长的分析工具；
  3  熟练使用SQL 进行各种复杂的数据处理、汇总、统计；
  4  熟练使用Excel 包括但不限于数据透视表、函数、图表；
  5  逻辑思维能力强，善于思考、发现、总结问题；
  6  涉及用户运营领域／数据挖掘经验 优先；"
,杭州,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,2018-10-23 14:46:26,余杭区,本科,移动互联网,[],全职,5075883,3-5年,50k-80k,"职位描述：

岗位职责：
""1.基于海量微博内容数据、用户关系数据、用户行为数据，进行大数据分析。
2.搭建数据管理系统、元数据管理系统。""
岗位要求：
""1.一年以上Unix/Linux平台下高性能服务器端软件设计与开发经验。
2.具备扎实的编程基础,有系统调优及应用性能优化等方面问题的分析和解决能力；并能够熟练使用一种以上编程语言。
3.精通Hbase/HDFS等体系架构，并有丰富的大数据平台相关开发、实践经验。
4.熟练掌握Hive/Hadoop/Spark/Storm等一种以上处理框架，并有相关应用程序开发经验。
5熟练掌握Spark/Tensorflow/Caffe等一种以上处理框架，并有相关机器学习程序开发经验。
【符合以下条件者优先】
1.具有较强的分析,解决问题,方案设计的能力,以及持续学习和业务推进的能力。
2.熟悉机器学习和推荐相关算法。
"""
['钱江新城'],杭州,安徽青友汇商务服务有限公司,青友汇,50-150人,2018-10-30 11:40:27,江干区,本科,移动互联网、企业服务,"['企业服务', '电商', '算法', '数据挖掘', '数据处理']",全职,5124767,5-10年,10k-20k,"职位描述：

职位描述
1. 根据不同场景，构建业务指标体系，能够持续挖掘日常业务数据，及时、准确披露产品整体的运作情况； 
2. 通过数据分析为运营决策等提供数据支持； 
3. 通过数据收集/计算/分析，监控产品关键指标，及时发现异常波动并推动解决； 
4. 通过对产品数据进行深入分析，建立有效的数据运营体系，推动产品数据化运营。

任职要求：
1.三年以上数据分析经验，本科学历；
2.互联网电商类相关工作经验优先，数理统计或计算机相关专业优先；
3.熟悉常用电商数据模型，有手工计数统计经验；
4.熟练使用统计分析工具，逻辑严谨，能够独立分析和解决问题；
5.具备优秀的数据分析能力，有良好的业务理解能力和商业感觉；"
['长河'],杭州,杭州宸帆电子商务有限责任公司,宸帆电商,500-2000人,2018-10-22 10:41:04,滨江区,大专,"电子商务,文化娱乐",[],全职,4372332,3-5年,15k-30k,"职位描述：

岗位职责：
1：深刻理解业务，设计合适的数据分析方案；
2：梳理业务分析维度和指标，设计合适的分析图表，并跟踪其落地实现；
3：从业务及数据中挖掘有价值的分析。
任职要求：
1：3年以上BI数据分析相关工作经验；
2：对数据分析有深刻的理解，能结合业务和数据提出有深度的分析方案；
3：逻辑清晰，思维缜密，沟通能力强；
4：有带领BI分析团队/BI项目团队经验者优先；
5：责任心强，做事积极主动。"
,杭州,浙江开元物业管理股份有限公司,开元物业,2000人以上,2018-11-12 08:57:45,萧山区,本科,"生活服务,文化娱乐",[],全职,5295219,1-3年,5k-8k,"职位描述：

岗位职责：
1.根据业务需要设计开发各种数据指标；
2.负责相关指标所需基础数据的线上线下采集组织和汇总整理；
3.负责利用Excel、spss等各种统计分析工具，对数据进行处理；
4.提供多维度的数据分析服务，并根据分析结果为业务提出策略建议；
5.公司领导交办的其他事情。
任职要求：
1.全日制本科以上学历，熟悉数据库的建立、企业数据中心从业经验者优先；
2.两年以上数据分析/数据挖掘相关经验，熟练使用SQL、Excel、R/Python或SAS/SPSS等；
3.对数字敏感，有较强的市场洞察能力、逻辑判断能力、归纳总结能力；
4.有数据可视化能力，能够制作高效精准的数据图表；熟练的分析报告撰写与汇报能力。"
,杭州,杭州旦悦科技有限公司,abc360,500-2000人,2018-11-07 10:17:05,,本科,教育,[],全职,4862484,1-3年,6k-10k,"职位描述：

工作职责：
1、根据公司战略需求，整理数据并设计纬度数据报表，指导相关部门安排进度并监督；2、根据产品数据分析，对产品的用户分层分析，产品定位，产品各个业务内容的漏斗分析，基于数据内容为产品提供决策支撑以及优化建议；3、监控运营部门KPI相关数据，出具部门的数量、活跃度、业绩等数据结果报告；4、规划数据分析应用项目，开展并推动项目应用和发展。任职资格：1、本科以上学历，统计学、数学相关专业优先；2、熟练使用数据分析工具，熟悉SQL语言，制作分析报告；3、对数据敏感，细心耐心，有很强逻辑能力；4、有较强的执行力、推动力和团队协作能力。"
,杭州,阿里健康科技（中国）有限公司,阿里健康,150-500人,2018-10-26 10:50:06,余杭区,本科,"移动互联网,电子商务","['电商', '医疗健康', 'ETL', '数据处理']",全职,5261676,不限,10k-20k,"职位描述：

数据开发
1、构建全面的、准确的、能反映服务业务线特征的整体指标体系, 并基于业务监控指标体系，及时发现与定位业务问题
2、根据日常业务及产品团队的需求，提供业务监控，业务评估的各项数据指标
3、根据业务发展情况，从数据中发现业务及产品的问题点及机会点，给业务及产品提供相应的方向
4、沉淀分析思路与框架， 提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地
5、与业务协作（行业团队）组织数据的理念、技能、工具的培训


职位描述
1． 负责各条业务线数据仓库搭建，场景梳理，数据维护
2． 负责公司内部跨部门项目数据场景梳理，资源调配工作
3. 负责从已有的数据中挖掘对业务目标起到推动作用的分析结论


职位描述
1、统计、数学、信息技术、生物统计本科以上学历，有电商BI工作经验优先；
2、良好的数据敏感度,能从海量数据提炼核心结果，有数据分析、挖掘、清洗和建模的经验；
3、有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关开发经验，熟练运用SQL，能高效的与数据技术团队进行沟通者尤佳；
5、较为丰富的数据仓库及数据平台的架构经验，精通数据仓库建模及ETL设计开发；"
"['西溪', '古荡', '文新']",杭州,杭州火烧云科技有限公司,婚礼纪,150-500人,2018-11-05 22:01:58,西湖区,本科,"移动互联网,O2O",[],全职,4681038,1-3年,10k-20k,"职位描述：

工作职责:1.跨业务线梳理数据分析需求、构建分析模型、及时发现业务问题、给管理层提供专业的分析报告；2.深入理解业务、结合数据体系挖掘分析主题、设计挖掘模型、输出专项分析报告；3.以用户为基础、从数据的维度发现用户需求点、主导用户画像设计；4.参与智能推荐系统的设计、推荐算法的研究。任职资格:1.本科及以上学历、3年以上数据分析经验、应用数学、统计学、经济学等相关专业优先；2.熟练掌握SAS/SPSS/R等分析工具、数据分析技术（聚类分析、回归分析、决策树等）、数据挖掘算法、机器学习算法；3.熟练使用SQL、熟悉至少一种数据库软件、如:mysql、sql server等、熟悉hadoop者优先；4.互联网行业（电子商务、门户网站、社区网站、）经验者优先考虑。"
"['西兴', '长河']",杭州,浙江阿拉丁控股集团有限公司,阿拉丁集团,500-2000人,2018-11-05 15:36:35,滨江区,本科,"移动互联网,社交网络",['借贷'],全职,5291362,1-3年,8k-12k,"职位描述：

岗位职责:1.业务数据报表呈现，报表数据监控，异常原因查找；2. 基于业务运作逻辑，利用数据分析手段，发现业务瓶颈并提出改善建议；3.基于自有或第三方数据，监控指标数据，开发衍生变量；4.基于数据分析结果，优化或新增现有风控策略，提高策略精确度；岗位要求：1.能熟练使用SQL进行数据调取和处理2.熟悉数据分析常用方法、了解简单数据建模知识3.数学、统计学、金融学、计算机等相关专业优先4.1年及以上金融风控相关经验"
,杭州,杭州贝购科技有限公司,贝贝网,500-2000人,2018-10-25 15:09:51,江干区,本科,电子商务,"['移动互联网', '电商', 'Hive', 'MySQL', '数据挖掘']",全职,5258745,3-5年,17k-30k,"职位描述：

岗位描述
1. 完善贝贝指标体系, 并基于业务监控指标体系，及时发现与定位业务问题；
2. 通过专题分析，对业务问题进行深入分析，为业务运营决策提供数据支持； 
3. 沉淀分析思路与框架，提炼数据产品需求，协作并推动数据产品落地；
4. 通过数据分析、数据挖掘，推动数据化运营；

岗位要求
1. 数学、计算机、统计学等相关专业本科以上学历，3年以上相关工作经历; 
2. 熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题; 
3. 良好的数据敏感度,能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验; 
4. 有数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验，尤其是互联网相关的优先;"
['文一路'],杭州,浙江达摩网络科技有限公司,达摩网络,50-150人,2018-11-12 11:28:05,西湖区,大专,"企业服务,O2O","['大数据', '数据挖掘', '数据仓库']",全职,4806612,不限,10k-20k,"职位描述：

岗位职责：
1、熟悉大数据相关技术（如Hadoop、Spark、Hive、impala、HBase等），熟悉数据仓库相关技术，如数据模型、元数据、主数据、ETL、报表开发等优先，要求能够根据客户实际应用场景，给出大数据平台建议性方案；
2、基于大数据，做初步的量化投资策略研究，验证数据的有效性，为数据的进一步推广做支持；
3、开发相应的数据服务程序，为下游软件产品提供基础数据服务的支持； 4、为业务功能提供数据支持。  岗位要求 1、熟练掌握sql，熟悉常用数据库。 2、hadoop/hive/spark大数据处理平台有实践经验，掌握一种编程语言：python、java等。 3、本科以上学历，计算机、数学专业。 4、熟悉了解聚类、分类、回归等机器学习算法。有过模型经验优先 5、业务逻辑性强（重要！！！）"
['西溪'],杭州,杭州风鼎科技有限公司,风鼎科技,50-150人,2018-11-12 14:54:53,西湖区,本科,"移动互联网,电子商务",[],全职,5114130,3-5年,15k-25k,"职位描述：

岗位要求：Hadoop+HDFS+Hbase+Kafka+Hive+hawq+redis+ElasticSearch+spark

PS：此岗位为驻场开发。
工作地点：武汉  中国电信武汉分公司附近项目周期：6-8个月面试方式：在杭州的现场面谈；武汉的，先电话面，再面谈；其他地方的只能电面。"
"['西溪', '古墩路', '古墩路']",杭州,浙江格家网络技术有限公司,环球捕手,500-2000人,2018-11-08 09:35:34,西湖区,本科,移动互联网,['大数据'],全职,4671506,3-5年,14k-20k,"职位描述：

职位描述：
1.深入了解公司业务，充分理解业务线的政策方向和战略调整，为业务线提供决策性的数据支持，定期产出经营分析、用户研究等分析报告以及专项性分析报告（如营销活动效果评估），帮助业务发现问题和捕捉商机； 
2.和业务团队，财务团队进行沟通。进行指标拆解和监控； 
3. 建立业务运营检测数据指标体系，完善业务各项统计报表，完成数据后台的建立及维护；
4. 对线上业务进行日常运营监控分析，根据数据情况快速有效的定位问题并提出解决方案，能及时准确地为业务线提供有洞察力的数据分析结论和策略建议，能够为业务线的实施提供有价值的数据支持；
5. 日常业务部门的临时性数据需求及沟通

任职要求：
 1. 本科及以上学历，3年以上互联网数据分析岗位相关工作经验，在以往的数据分析、挖掘等工作中有自己独特的见解；
2. 熟练运用数据统计分析软件，如HSQL，SQL，Excel，阿里云ODPS等；
3.具有较强的逻辑思维能力、数据洞察能力和沟通协调能力，拥有强烈的责任心和团队合作精神；
4.具有探索精神，从数据中发现价值用以支持决策；
5. 拥有电商行业背景、有项目数据统计分析经验者优先。"
"['江南', '近江']",杭州,杭州安恒信息技术股份有限公司,安恒信息,500-2000人,2018-11-08 18:06:19,滨江区,本科,"信息安全 ,数据服务","['信息安全', '大数据', '数据挖掘']",全职,4239285,3-5年,18k-25k,"职位描述：

岗位职责：
1、研究数据挖掘或统计学习领域的前沿技术，并用于实际问题的解决和优化；
2、熟练使用java,r，python语言中的一种或者是多种,进行数据分析工作；
3、具有相应的数理统计、数学建模和数据分析等相关知识；
4、针对网络安全事件进行数据分析、数据挖掘、行为预测模型开发、数据质量分析；
岗位要求：
1、大学本科或以上学历，3年以上产品相关工作经验，有大数据平台、安全行业产品背景优先；
2、较强的数据敏感度，逻辑分析能力和文档撰写能力；
3、具有Storm，Spark，Elasticsearch等一种或多种技术者优先；
4、具有等级保护、安全体系规划、安全集成设计等项目经验，有安全风险评估、安全技术/管理体系咨询、大型企业信息安全规划经验者优先考虑；
5、工作积极主动，具备很强的责任心、团队合作精神、良好的语言表达及沟通交流能力。"
"['文三路', '高新文教区', '湖墅南路']",杭州,朗新科技股份有限公司,朗新科技,2000人以上,2018-10-17 14:21:35,西湖区,本科,"移动互联网,企业服务",[],全职,5227960,应届毕业生,8k-10k,"职位描述：

工作职责:承担公司大数据分析师角色。负责电力营销海量数据的深度挖掘与分析，完成大数据模型研发相关工作。工作内容主要包括理解业务，实现大数据分析建模探索。涉及业务领域主要包含：1、电量预测、投诉行为预测等商业预测模型研发；2、信用、风控、画像等分析模型研发；3、个性化推荐、自然语言处理等其他类型模型研发。任职资格:1、全日制本科及以上学历，计量经济学、统计学、软件工程或其他大数据分析相关专业2019届应届生。2、熟练运用机器学习算法对回归预测、分类问题、推荐、关联问题、聚类、自然语言处理等类别问题进行建模探索。3、具备基础数理统计理论知识，熟练掌握概率分布、检验等分析技能。4、具备数据清洗能力，掌握数据问题发现、异常值处理、缺失值处理等技能。5、熟练使用如R、PYTHON、MATLAB、SPARK等开展建模工作。6、有丰富项目实战经验者优先。"
"['古墩路', '文一路', '翠苑']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018-11-07 10:04:08,西湖区,不限,移动互联网,"['大数据', '软件开发']",全职,3116205,不限,10k-15k,"职位描述：

工作职责： 
1、整理将各部门的数据需求，并将其模板化；
2、通过数据分析，发现营销策略的问题并提出改进和实现方案，提升营销质量； 
4、熟练使用Sql Server数据库进行数据提取和查询 ；
5、为非运营部门提供运营相关数据的支持。 

岗位要求： 
1、对数字敏感，能从数据中发现问题、提炼规律，对运营给出合适的建议； 
2、精通SQL，熟练使用SQL进行查询 
3、熟悉hive，了解python，有大数据处理经验者优先
4、有数据产品化经验者优先
5、善于处理和应对大量并行工作。具有极高的自我管理和时间管理能力； 
6、具有奉献精神和知识共享意识，愿意与团队共同成长。"
"['翠苑', '文一路', '古墩路']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018-11-07 10:04:01,西湖区,不限,移动互联网,['大数据'],全职,3360283,不限,10k-15k,"职位描述：

工作职责： 
1、整理将各部门的数据需求，并将其模板化；
2、通过数据分析，发现营销策略的问题并提出改进和实现方案，提升营销质量； 
4、熟练使用Sql Server数据库进行数据提取和查询 ；
5、为非运营部门提供运营相关数据的支持。 

岗位要求： 
1、对数字敏感，能从数据中发现问题、提炼规律，对运营给出合适的建议； 
2、精通SQL，熟练使用SQL进行查询 
3、熟悉hive，了解python，有大数据处理经验者优先
4、有数据产品化经验者优先
5、善于处理和应对大量并行工作。具有极高的自我管理和时间管理能力； 
6、具有奉献精神和知识共享意识，愿意与团队共同成长。"
"['翠苑', '文一路', '古墩路']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018-11-12 10:13:28,西湖区,本科,移动互联网,['大数据'],全职,5091548,应届毕业生,8k-13k,"职位描述：

岗位职责：
1、负责日常数据的提取和分析，通过数据反馈发现改进点（挖掘算法优化空间和流程优化空间）；       
2、跟运营、研发等相关团队沟通，提供测试数据，优化效果，直到符合期望；
3、添加并维护常规业务模板，搜集使用人员意见及时做出模板调正，提高使用效率。
岗位要求：
1、本科及以上学历，有数据分析相关实习经验者优先；
2、熟悉至少一种数据库（MySQL、Oracle等），熟悉Hive SQL优先；
3、掌握至少一门编程语言（PHP，Python等），熟练掌握Shell编程；
4、具备一定的数据分析、使用和总结能力，能够进行常规数据分析；
5、责任心强，勤奋好学，有良好的团队合作能力。"
